"","Super class","Foldchange (young vs aged)","P value"
"LPE(16:1)","Lipids and lipid-like molecules",1.73,1.78e-07
"N-Dealkylated tolterodine","Benzenoids",1.56,2.39e-07
"Phe Tyr Trp Gln","Organic acids and derivatives",1.55,3.13e-07
"Lipoxin A4","Lipids and lipid-like molecules",2.32,3.16e-07
"ponasterone A","",1.86,3.56e-07
"PC(14:1/14:1)","Lipids and lipid-like molecules",1.78,3.65e-07
"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)","Lipids and lipid-like molecules",1.73,5.78e-07
"PC(O-7:0/O-7:0)","Lipids and lipid-like molecules",1.61,6.84e-07
"LysoPC(20:3(5Z,8Z,11Z))","Lipids and lipid-like molecules",1.64,9.06e-07
"PE(18:1e/2:0)","Lipids and lipid-like molecules",3.17,9.49e-07
"U-46619 Glycine methyl ester","",3.3,1.03e-06
"Oxidized glutathione","Organic acids and derivatives",13.6,1.05e-06
"Cyclotetradecane","Hydrocarbons",1.72,1.58e-06
"ACar(17:3)","",1.59,1.6e-06
"dADP","Nucleosides, nucleotides, and analogues",1.92,1.65e-06
"Inosine","Nucleosides, nucleotides, and analogues",1.6,1.66e-06
"2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","",4.62,1.79e-06
"5,6-DHET","Lipids and lipid-like molecules",9.86,2e-06
"N-[(3a,5b,7a,12a)-3,12-dihydroxy-24-oxo-7-(sulfooxy)cholan-24-yl]-Glycine","Lipids and lipid-like molecules",1.63,2.1e-06
"LPC(24:4)","Lipids and lipid-like molecules",1.58,2.88e-06
"FA(19:4)","Lipids and lipid-like molecules",1.59,3.03e-06
"Falcarinone","Organic oxygen compounds",1.99,3.51e-06
"Propionylcarnitine","Lipids and lipid-like molecules",2.17,3.55e-06
"LysoPC(P-18:1(9Z))","Lipids and lipid-like molecules",1.92,3.97e-06
"Ethyl isopropyl disulfide","Organosulfur compounds",1.64,6.43e-06
"PE(3:0/22:4)","Lipids and lipid-like molecules",1.54,7.99e-06
"Serylisoleucine","Organic acids and derivatives",2.11,9.44e-06
"2-Amino-1,7,9-trimethylimidazo[4,5-g]quinoxaline","Organoheterocyclic compounds",1.94,1.03e-05
"Jasmonic acid","Lipids and lipid-like molecules",2.48,1.1e-05
"Adenosine diphosphate ribose","Nucleosides, nucleotides, and analogues",3.24,1.62e-05
"PMeOH(24:1/22:6)","",2.45,1.93e-05
"Lys Trp Trp Tyr","Organic acids and derivatives",1.52,1.97e-05
"IDP","Nucleosides, nucleotides, and analogues",14.5,2.44e-05
"CAY10590","",3.6,2.68e-05
"1alpha,25-dihydroxy-19-norvitamin D3 / 1alpha,25-dihydroxy-19-norcholecalciferol","",4.9,2.72e-05
"3-bromo-N-methylaniline","",3.39,3.04e-05
"13,14-dihydro Prostaglandin F1alpha","",1.64,3.11e-05
"Ile Gln Asn Glu","Organic acids and derivatives",1.75,3.8e-05
"Methoxyeugenol","Benzenoids",1.66,4.77e-05
"TAG(16:0/22:1/22:1)","Lipids and lipid-like molecules",8.77,5.98e-05
"(2R,3R,4S,5S,6R)-2-[(3S,3'R,3'aS,6'S,6aS,6bS,7'aR,9R,11aS,11bR)-3',6',10,11b-tetramethylspiro[2,3,4,6,6a,6b,7,8,11,11a-decahydro-1H-benzo[a]fluorene-9,2'-3a,4,5,6,7,7a-hexahydro-3H-furo[3,2-b]pyridine]-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","",1.74,6.45e-05
"Pantothenol","Lipids and lipid-like molecules",1.83,7.22e-05
"N-acetyl-S-geranylgeranyl-L-Cysteine","",1.54,7.96e-05
"ACar(25:0)","",2.27,8.84e-05
"Met Arg Phe Ala","Organic acids and derivatives",1.63,9.33e-05
"PI(20:4/22:5)","Lipids and lipid-like molecules",1.52,9.65e-05
"Glycerophosphocholine","Lipids and lipid-like molecules",1.7,0.000142
"Benzyl b-L-arabinopyranoside","",1.6,0.000216
"OxPI(18:0/20:4+1O(1Cyc))","",2.01,0.000225
"Prostaglandin J2","Lipids and lipid-like molecules",1.96,0.00028
"DGTS(2:0/18:4)","",2.93,0.000311
"Linoleoyl ethanolamide","Organic nitrogen compounds",1.54,0.000342
"[(1S,2R,7S,10R,16R,17R,18R,20S)-7-[(2S,3R,4S,5S)-3-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-5-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-16-hydroxy-2,6,6,10,16-pentamethyl-18-[(2R)-3-methylbut-3-en-2-yl]-19,21-dioxahexacyclo[18.2.1.01,14.02,11.05,10.015,20]tricosan-17-yl] acetate","",5.64,0.000461
"Dehydroabietic acid","Lipids and lipid-like molecules",5.81,0.000501
"2-[(E)-undec-1-enyl]-1H-quinolin-4-one","",1.63,0.000586
"LPI(20:4)","Lipids and lipid-like molecules",2.13,0.00061
"PG(O-18:0/0:0)","Lipids and lipid-like molecules",1.67,0.000711
"Lyso-","",3.53,0.000784
"LPC(22:6)","Lipids and lipid-like molecules",1.55,0.000847
"PC(16:0/0:0)[U] / PC(16:0/0:0)[rac]","Lipids and lipid-like molecules",2.09,0.00154
"PI(20:5/20:5)","Lipids and lipid-like molecules",2.68,0.00296
"CL(1'-[18:2(9Z,12Z)/0:0],3'-[18:2(9Z,12Z)/0:0])","",1.53,0.00308
"LysoPC(22:4(7Z,10Z,13Z,16Z))","Lipids and lipid-like molecules",1.54,0.0031
"CETRIMONIUM","",3.11,0.00329
"LysoPE(20:3(11Z,14Z,17Z)/0:0)","Lipids and lipid-like molecules",1.87,0.00424
"2,6-Di-tert-butyl-4-methylphenol","Benzenoids",1.61,0.00517
"TAG(18:2/22:7/22:7)","Lipids and lipid-like molecules",6.93,0.00521
"PG(10:0/26:2)","Lipids and lipid-like molecules",1.9,0.00549
"Thromboxane B2","Lipids and lipid-like molecules",1.56,0.00582
"GlcADG(27:0/24:2)","",3.36,0.00588
"L-Glutamic acid","Organic acids and derivatives",2.32,0.00603
"Furfuryl isovalerate","Lipids and lipid-like molecules",1.55,0.00612
"SQDG(21:2/21:2)","Lipids and lipid-like molecules",1.69,0.00651
"PC(20:1(11Z)/14:1(9Z))","Lipids and lipid-like molecules",1.59,0.00654
"Creatinine","Organic acids and derivatives",4.45,0.00758
"LysoPE(20:1(11Z)/0:0)","Lipids and lipid-like molecules",1.59,0.00816
"N-palmitoyl taurine","",5.29,0.0095
