"","Super class","Foldchange (young vs aged)","P value"
"2,3-Diphosphoglyceric acid","Organic oxygen compounds",2.24,1.36e-07
"Asn Thr Phe Lys","Organic acids and derivatives",2.59,2.98e-07
"Bioresmethrin","",4.83,4.96e-07
"Chatenaytrienin 2","Lipids and lipid-like molecules",2.19,5.16e-07
"Ergoline-8-methanol, 10-methoxy-6-methyl-, (8b)-","",2.39,7.09e-07
"Pyrrolidonecarboxylic acid","Organic acids and derivatives",2.37,8.35e-07
"15-KETE","Lipids and lipid-like molecules",2.24,8.88e-07
"Adipic acid","Lipids and lipid-like molecules",2.21,1.02e-06
"Nitramine","",2.08,1.1e-06
"L-Iditol","Organic oxygen compounds",2.1,1.13e-06
"ACar(6:0)","",2.59,1.38e-06
"Melleolide M","Lipids and lipid-like molecules",3.25,1.99e-06
"6-trans-Leukotriene B4","Lipids and lipid-like molecules",2.34,3.19e-06
"Protoporphyrin IX","Organoheterocyclic compounds",165,3.8e-06
"Hydrocinchonine","Alkaloids and derivatives",Inf,5.31e-06
"2-(14-methylpentadecanoylamino)-3-phenylpropanoic acid","",2.89,5.57e-06
"(5alpha,10alpha)-3,7(11)-Eudesmadien-2-one","Lipids and lipid-like molecules",6.25,7e-06
"3Z,6Z,9Z,12Z,15Z-Tricosapentaene","",2.42,7.72e-06
"Palmitoylethanolamide","Organic acids and derivatives",2.59,7.77e-06
"Tryptophan","Organoheterocyclic compounds",5.99,1.47e-05
"Sorbitan oleate","Lipids and lipid-like molecules",2.51,1.48e-05
"MEDICA 16","",2.51,1.97e-05
"1alpha,25-dihydroxy-19-norvitamin D3 / 1alpha,25-dihydroxy-19-norcholecalciferol","",3.48,2.54e-05
"3beta-Acetoxy-11alpha-methoxy-12-ursen-28-oic acid","Lipids and lipid-like molecules",2.22,2.58e-05
"(2S,3R,4R,5R,6S)-2-[(2S,3R,4S,5S)-4,5-dihydroxy-2-[(1S,4S,6R,7S,8R,9S,13R,14R,16R)-16-hydroxy-7,9,13-trimethyl-5'-methylidenespiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-14-yl]oxyoxan-3-yl]oxy-6-methyloxane-3,4,5-triol","",Inf,2.6e-05
"Thr Lys Asp","Organic acids and derivatives",19.4,2.74e-05
"Butoctamide hydrogen succinate","",4.12,3.53e-05
"Thromboxanoic acid skeleton","",3.08,4.23e-05
"APHYLLIC ACID","",3.57,5.6e-05
"Thymidine","Nucleosides, nucleotides, and analogues",15.7,5.98e-05
"Glutathione","Organic acids and derivatives",2.78,8.46e-05
"Anilofos","",2.88,8.63e-05
"3-Phosphoglyceric acid","Organic oxygen compounds",3.38,0.00012
"N-(2'-(4-benzenesulfonamide)-ethyl) arachidonoyl amine","",2.63,0.000135
"Aminopentol","",2.3,0.000139
"Dioscoretine","Lipids and lipid-like molecules",2.28,0.000142
"[2-(Dimethoxymethyl)-1-heptenyl]benzene","Benzenoids",6.1,0.000153
"17-HDoHE","Lipids and lipid-like molecules",25.5,0.000158
"ACar(25:0)","",2.14,0.000277
"2,3,5,6-Tetrachloro-4,4'-biphenyldiol","",Inf,0.000386
"3-O-Acetylepisamarcandin","Phenylpropanoids and polyketides",5.48,0.000393
"Reduced Vitamin K (phylloquinone)","Lipids and lipid-like molecules",2.44,0.000412
"MG(18:1(11Z)/0:0/0:0)","Lipids and lipid-like molecules",3.94,0.000433
"Hepoxilin B3","Lipids and lipid-like molecules",5.32,0.000584
"Leu Ser Lys Lys","Organic acids and derivatives",2.01,0.000664
"D-erythro-Sphingosine C-17","",2.63,0.000737
"(R)-2-Amino-3-hydroxypropanoic acid","",2.48,0.000748
"Alloxanthin","Lipids and lipid-like molecules",2.65,0.000892
"Gancaonin U","Benzenoids",3.26,0.000915
"U-46619 Glycine methyl ester","",2.1,0.000937
"(5alpha,14alpha)-14-Methylcholestan-3-one","Lipids and lipid-like molecules",21,0.0012
"N-oleoyl alanine","",2.77,0.00158
"(17Z)-1alpha,25-dihydroxy-26,27-dimethyl-17,20,22,22,23,23-hexadehydrovitamin D3 / (17Z)-1alpha,25-dihydroxy-26,27-dimethyl-17,20,22,22,23,23-hexadehydrocholecalciferol","",3.11,0.00161
"4,6-Dichloro-3-methylcatechol","",2.22,0.00166
"1,12-dihydroxy-1,6,12,17,23,28-hexazacyclotritriacontane-2,5,13,16,24,27-hexone","",Inf,0.00173
"FA(20:0)","Lipids and lipid-like molecules",2.33,0.00193
"Glu Glu Lys","Organic acids and derivatives",2.33,0.00539
"Cer(d14:2(4E,6E)/18:0)","",12.7,0.00579
"Cys Trp Ile Lys","Organic acids and derivatives",Inf,0.00664
"AT-56","",Inf,0.00688
"Leucyl-Serine","Organic acids and derivatives",4.16,0.00788
"5a-Tetrahydrocorticosterone","Lipids and lipid-like molecules",2.89,0.0079
"gamma-Glutamyltyrosine","Organic acids and derivatives",2.67,0.00833
"Mactraxanthin","Lipids and lipid-like molecules",3.76,0.00931
